2	SMALL	3.9	2.9	6.2	4.2	4.2	6.0	5.1	5.1	6.8	4.6	5.7	11.9	 Index ---> 3.59
3	RV   	5.9	5.4	5.5	6.2	5.6	7.2	8.0	6.8	3.7	4.8	9.3	12.3	 Index ---> 3.96
4	SMALL	5.8	5.0	5.3	5.4	5.1	5.1	7.5	8.8	2.9	8.4	9.4	10.6	 Index ---> 3.79
5	RV   	11.1	10.1	10.5	12.7	12.6	19.1	12.8	3.7	4.1	6.7	9.1	13.2	 Index ---> 3.74
6	MID  	2.8	2.2	5.4	4.7	5.1	4.1	4.9	5.8	1.6	5.7	8.4	11.5	 Index ---> 1.96
7	MID  	21.8	8.4	10.1	10.9	6.3	6.3	8.1	8.1	2.0	11.2	12.3	24.4	 Index ---> 3.78
8	SMALL	3.3	2.6	4.6	4.3	4.6	4.6	5.5	5.6	0.5	4.9	7.0	12.3	 Index ---> 3.25
9	RV   	5.1	3.0	4.0	3.6	2.6	3.5	3.7	4.0	2.9	3.6	7.6	12.1	 Index ---> 1.70
10	RV   	5.4	4.7	4.7	4.1	4.6	6.6	5.0	5.8	6.4	6.2	7.7	13.2	 Index ---> 3.94
11	RV   	10.9	9.9	10.7	13.0	12.5	19.5	12.9	3.8	4.2	6.6	9.1	13.1	 Index ---> 3.76
12	RV   	5.3	4.9	6.7	5.6	4.2	7.8	9.4	8.0	3.8	5.7	5.9	10.2	 Index ---> 4.75
13	MID  	4.3	3.9	7.1	5.9	6.9	5.6	7.0	7.9	7.0	10.1	11.4	14.1	 Index ---> 3.33
14	SMALL	3.2	2.7	4.4	4.5	4.6	4.7	5.5	5.6	0.5	4.9	6.9	12.5	 Index ---> 3.23
15	RV   	5.7	6.0	6.4	8.0	7.6	13.1	14.1	3.4	2.7	3.8	4.2	9.8	 Index ---> 1.69
16	MID  	3.7	4.2	4.1	3.7	3.9	4.0	4.5	3.8	3.6	6.0	6.0	8.3	 Index ---> 2.53
17	RV   	3.8	2.9	2.9	3.8	4.5	6.5	8.4	4.6	2.5	4.2	4.6	8.0	 Index ---> 2.77
18	RV   	5.4	5.0	6.8	5.6	4.1	7.7	9.6	7.9	3.9	5.6	5.9	10.5	 Index ---> 4.76
19	RV   	3.7	2.9	2.9	3.8	4.5	6.5	8.3	4.6	2.4	4.2	4.5	8.2	 Index ---> 2.77
20	MID  	6.2	6.0	10.2	4.9	6.3	5.5	8.9	6.8	2.1	7.3	12.7	19.1	 Index ---> 3.87
21	RV   	5.4	4.9	6.8	5.7	4.0	7.5	9.6	7.9	3.9	5.7	5.8	10.6	 Index ---> 4.76
22	RV   	5.3	3.1	4.2	3.6	2.6	3.5	3.7	4.1	2.9	3.6	7.4	11.9	 Index ---> 1.70
23	RV   	5.6	5.3	5.5	6.4	5.4	7.3	8.3	6.9	3.7	4.9	9.1	12.6	 Index ---> 3.98
24	RV   	5.2	3.1	4.2	3.6	2.6	3.6	3.9	4.0	2.9	3.7	7.5	11.8	 Index ---> 1.71
25	MID  	7.5	5.6	5.6	5.5	4.1	6.9	5.7	6.9	1.8	5.3	6.7	13.1	 Index ---> 1.92
26	MID  	2.8	2.1	5.4	4.8	4.9	4.2	5.1	5.9	1.6	5.8	8.3	11.6	 Index ---> 1.94
27	RV   	9.9	11.6	13.2	24.8	5.0	1.7	2.2	2.1	2.1	6.4	9.0	12.7	 Index ---> 3.37
28	RV   	6.3	4.1	4.9	4.8	3.3	3.6	5.0	4.8	1.8	3.9	5.7	8.4	 Index ---> 3.08
29	MID  	5.5	5.0	7.3	7.7	5.7	7.7	9.9	6.3	2.1	8.0	11.1	15.1	 Index ---> 3.23
30	SMALL	6.6	5.0	5.1	5.9	5.0	5.0	20.3	8.3	3.2	7.9	10.4	16.8	 Index ---> 4.04
31	RV   	10.9	10.1	10.6	12.8	12.8	19.2	13.1	3.7	4.1	6.7	9.2	13.1	 Index ---> 3.74

 ***** Prediction on test file ***** 
 *****        2st MODEL        ***** 
1	SMALL	2.0	3.1	2.2	2.2	3.2	3.1	3.8	3.8	0.6	3.8	4.6	7.8	 Index ---> 3.61
2	SMALL	3.9	2.9	6.2	4.2	4.2	6.0	5.1	5.1	6.8	4.6	5.7	11.9	 Index ---> 3.50
3	RV   	5.9	5.4	5.5	6.2	5.6	7.2	8.0	6.8	3.7	4.8	9.3	12.3	 Index ---> 3.85
4	SMALL	5.8	5.0	5.3	5.4	5.1	5.1	7.5	8.8	2.9	8.4	9.4	10.6	 Index ---> 3.75
5	RV   	11.1	10.1	10.5	12.7	12.6	19.1	12.8	3.7	4.1	6.7	9.1	13.2	 Index ---> 3.79
6	MID  	2.8	2.2	5.4	4.7	5.1	4.1	4.9	5.8	1.6	5.7	8.4	11.5	 Index ---> 1.89
7	MID  	21.8	8.4	10.1	10.9	6.3	6.3	8.1	8.1	2.0	11.2	12.3	24.4	 Index ---> 3.80
8	SMALL	3.3	2.6	4.6	4.3	4.6	4.6	5.5	5.6	0.5	4.9	7.0	12.3	 Index ---> 3.24
9	RV   	5.1	3.0	4.0	3.6	2.6	3.5	3.7	4.0	2.9	3.6	7.6	12.1	 Index ---> 1.86
10	RV   	5.4	4.7	4.7	4.1	4.6	6.6	5.0	5.8	6.4	6.2	7.7	13.2	 Index ---> 3.90
11	RV   	10.9	9.9	10.7	13.0	12.5	19.5	12.9	3.8	4.2	6.6	9.1	13.1	 Index ---> 3.76
12	RV   	5.3	4.9	6.7	5.6	4.2	7.8	9.4	8.0	3.8	5.7	5.9	10.2	 Index ---> 4.66
13	MID  	4.3	3.9	7.1	5.9	6.9	5.6	7.0	7.9	7.0	10.1	11.4	14.1	 Index ---> 3.32
14	SMALL	3.2	2.7	4.4	4.5	4.6	4.7	5.5	5.6	0.5	4.9	6.9	12.5	 Index ---> 3.25
15	RV   	5.7	6.0	6.4	8.0	7.6	13.1	14.1	3.4	2.7	3.8	4.2	9.8	 Index ---> 1.59
16	MID  	3.7	4.2	4.1	3.7	3.9	4.0	4.5	3.8	3.6	6.0	6.0	8.3	 Index ---> 2.50
17	RV   	3.8	2.9	2.9	3.8	4.5	6.5	8.4	4.6	2.5	4.2	4.6	8.0	 Index ---> 2.82
18	RV   	5.4	5.0	6.8	5.6	4.1	7.7	9.6	7.9	3.9	5.6	5.9	10.5	 Index ---> 4.65
19	RV   	3.7	2.9	2.9	3.8	4.5	6.5	8.3	4.6	2.4	4.2	4.5	8.2	 Index ---> 2.81
20	MID  	6.2	6.0	10.2	4.9	6.3	5.5	8.9	6.8	2.1	7.3	12.7	19.1	 Index ---> 3.84
21	RV   	5.4	4.9	6.8	5.7	4.0	7.5	9.6	7.9	3.9	5.7	5.8	10.6	 Index ---> 4.67
22	RV   	5.3	3.1	4.2	3.6	2.6	3.5	3.7	4.1	2.9	3.6	7.4	11.9	 Index ---> 1.85
23	RV   	5.6	5.3	5.5	6.4	5.4	7.3	8.3	6.9	3.7	4.9	9.1	12.6	 Index ---> 3.85
24	RV   	5.2	3.1	4.2	3.6	2.6	3.6	3.9	4.0	2.9	3.7	7.5	11.8	 Index ---> 1.88
25	MID  	7.5	5.6	5.6	5.5	4.1	6.9	5.7	6.9	1.8	5.3	6.7	13.1	 Index ---> 1.90
26	MID  	2.8	2.1	5.4	4.8	4.9	4.2	5.1	5.9	1.6	5.8	8.3	11.6	 Index ---> 1.94
27	RV   	9.9	11.6	13.2	24.8	5.0	1.7	2.2	2.1	2.1	6.4	9.0	12.7	 Index ---> 3.22
28	RV   	6.3	4.1	4.9	4.8	3.3	3.6	5.0	4.8	1.8	3.9	5.7	8.4	 Index ---> 3.06
29	MID  	5.5	5.0	7.3	7.7	5.7	7.7	9.9	6.3	2.1	8.0	11.1	15.1	 Index ---> 3.27
30	SMALL	6.6	5.0	5.1	5.9	5.0	5.0	20.3	8.3	3.2	7.9	10.4	16.8	 Index ---> 3.95
31	RV   	10.9	10.1	10.6	12.8	12.8	19.2	13.1	3.7	4.1	6.7	9.2	13.1	 Index ---> 3.81

 ***** Prediction on test file ***** 
 *****        3st MODEL        ***** 
1	SMALL	2.0	3.1	2.2	2.2	3.2	3.1	3.8	3.8	0.6	3.8	4.6	7.8	 Index ---> 3.69
2	SMALL	3.9	2.9	6.2	4.2	4.2	6.0	5.1	5.1	6.8	4.6	5.7	11.9	 Index ---> 3.70
3	RV   	5.9	5.4	5.5	6.2	5.6	7.2	8.0	6.8	3.7	4.8	9.3	12.3	 Index ---> 3.90
4	SMALL	5.8	5.0	5.3	5.4	5.1	5.1	7.5	8.8	2.9	8.4	9.4	10.6	 Index ---> 3.85
5	RV   	11.1	10.1	10.5	12.7	12.6	19.1	12.8	3.7	4.1	6.7	9.1	13.2	 Index ---> 3.63
6	MID  	2.8	2.2	5.4	4.7	5.1	4.1	4.9	5.8	1.6	5.7	8.4	11.5	 Index ---> 2.09
7	MID  	21.8	8.4	10.1	10.9	6.3	6.3	8.1	8.1	2.0	11.2	12.3	24.4	 Index ---> 3.89
8	SMALL	3.3	2.6	4.6	4.3	4.6	4.6	5.5	5.6	0.5	4.9	7.0	12.3	 Index ---> 3.28
9	RV   	5.1	3.0	4.0	3.6	2.6	3.5	3.7	4.0	2.9	3.6	7.6	12.1	 Index ---> 1.82
10	RV   	5.4	4.7	4.7	4.1	4.6	6.6	5.0	5.8	6.4	6.2	7.7	13.2	 Index ---> 3.99
11	RV   	10.9	9.9	10.7	13.0	12.5	19.5	12.9	3.8	4.2	6.6	9.1	13.1	 Index ---> 3.62
12	RV   	5.3	4.9	6.7	5.6	4.2	7.8	9.4	8.0	3.8	5.7	5.9	10.2	 Index ---> 4.73
13	MID  	4.3	3.9	7.1	5.9	6.9	5.6	7.0	7.9	7.0	10.1	11.4	14.1	 Index ---> 3.31
14	SMALL	3.2	2.7	4.4	4.5	4.6	4.7	5.5	5.6	0.5	4.9	6.9	12.5	 Index ---> 3.28
15	RV   	5.7	6.0	6.4	8.0	7.6	13.1	14.1	3.4	2.7	3.8	4.2	9.8	 Index ---> 1.67
16	MID  	3.7	4.2	4.1	3.7	3.9	4.0	4.5	3.8	3.6	6.0	6.0	8.3	 Index ---> 2.71
17	RV   	3.8	2.9	2.9	3.8	4.5	6.5	8.4	4.6	2.5	4.2	4.6	8.0	 Index ---> 2.86
18	RV   	5.4	5.0	6.8	5.6	4.1	7.7	9.6	7.9	3.9	5.6	5.9	10.5	 Index ---> 4.76
19	RV   	3.7	2.9	2.9	3.8	4.5	6.5	8.3	4.6	2.4	4.2	4.5	8.2	 Index ---> 2.85
20	MID  	6.2	6.0	10.2	4.9	6.3	5.5	8.9	6.8	2.1	7.3	12.7	19.1	 Index ---> 3.79
21	RV   	5.4	4.9	6.8	5.7	4.0	7.5	9.6	7.9	3.9	5.7	5.8	10.6	 Index ---> 4.77
22	RV   	5.3	3.1	4.2	3.6	2.6	3.5	3.7	4.1	2.9	3.6	7.4	11.9	 Index ---> 1.82
23	RV   	5.6	5.3	5.5	6.4	5.4	7.3	8.3	6.9	3.7	4.9	9.1	12.6	 Index ---> 3.89
24	RV   	5.2	3.1	4.2	3.6	2.6	3.6	3.9	4.0	2.9	3.7	7.5	11.8	 Index ---> 1.84
25	MID  	7.5	5.6	5.6	5.5	4.1	6.9	5.7	6.9	1.8	5.3	6.7	13.1	 Index ---> 1.92
26	MID  	2.8	2.1	5.4	4.8	4.9	4.2	5.1	5.9	1.6	5.8	8.3	11.6	 Index ---> 2.12
27	RV   	9.9	11.6	13.2	24.8	5.0	1.7	2.2	2.1	2.1	6.4	9.0	12.7	 Index ---> 3.19
28	RV   	6.3	4.1	4.9	4.8	3.3	3.6	5.0	4.8	1.8	3.9	5.7	8.4	 Index ---> 3.12
29	MID  	5.5	5.0	7.3	7.7	5.7	7.7	9.9	6.3	2.1	8.0	11.1	15.1	 Index ---> 3.31
30	SMALL	6.6	5.0	5.1	5.9	5.0	5.0	20.3	8.3	3.2	7.9	10.4	16.8	 Index ---> 4.08
31	RV   	10.9	10.1	10.6	12.8	12.8	19.2	13.1	3.7	4.1	6.7	9.2	13.1	 Index ---> 3.63

 ***** Prediction on test file ***** 
 *****        4st MODEL        ***** 
1	SMALL	2.0	3.1	2.2	2.2	3.2	3.1	3.8	3.8	0.6	3.8	4.6	7.8	 Index ---> 3.53
2	SMALL	3.9	2.9	6.2	4.2	4.2	6.0	5.1	5.1	6.8	4.6	5.7	11.9	 Index ---> 3.49
3	RV   	5.9	5.4	5.5	6.2	5.6	7.2	8.0	6.8	3.7	4.8	9.3	12.3	 Index ---> 3.89
4	SMALL	5.8	5.0	5.3	5.4	5.1	5.1	7.5	8.8	2.9	8.4	9.4	10.6	 Index ---> 3.80
5	RV   	11.1	10.1	10.5	12.7	12.6	19.1	12.8	3.7	4.1	6.7	9.1	13.2	 Index ---> 3.76
6	MID  	2.8	2.2	5.4	4.7	5.1	4.1	4.9	5.8	1.6	5.7	8.4	11.5	 Index ---> 2.01
7	MID  	21.8	8.4	10.1	10.9	6.3	6.3	8.1	8.1	2.0	11.2	12.3	24.4	 Index ---> 3.82
8	SMALL	3.3	2.6	4.6	4.3	4.6	4.6	5.5	5.6	0.5	4.9	7.0	12.3	 Index ---> 3.23
9	RV   	5.1	3.0	4.0	3.6	2.6	3.5	3.7	4.0	2.9	3.6	7.6	12.1	 Index ---> 1.79
10	RV   	5.4	4.7	4.7	4.1	4.6	6.6	5.0	5.8	6.4	6.2	7.7	13.2	 Index ---> 3.88
11	RV   	10.9	9.9	10.7	13.0	12.5	19.5	12.9	3.8	4.2	6.6	9.1	13.1	 Index ---> 3.77
12	RV   	5.3	4.9	6.7	5.6	4.2	7.8	9.4	8.0	3.8	5.7	5.9	10.2	 Index ---> 4.69
13	MID  	4.3	3.9	7.1	5.9	6.9	5.6	7.0	7.9	7.0	10.1	11.4	14.1	 Index ---> 3.37
14	SMALL	3.2	2.7	4.4	4.5	4.6	4.7	5.5	5.6	0.5	4.9	6.9	12.5	 Index ---> 3.20
15	RV   	5.7	6.0	6.4	8.0	7.6	13.1	14.1	3.4	2.7	3.8	4.2	9.8	 Index ---> 1.71
16	MID  	3.7	4.2	4.1	3.7	3.9	4.0	4.5	3.8	3.6	6.0	6.0	8.3	 Index ---> 2.53
17	RV   	3.8	2.9	2.9	3.8	4.5	6.5	8.4	4.6	2.5	4.2	4.6	8.0	 Index ---> 2.79
18	RV   	5.4	5.0	6.8	5.6	4.1	7.7	9.6	7.9	3.9	5.6	5.9	10.5	 Index ---> 4.70
19	RV   	3.7	2.9	2.9	3.8	4.5	6.5	8.3	4.6	2.4	4.2	4.5	8.2	 Index ---> 2.82
20	MID  	6.2	6.0	10.2	4.9	6.3	5.5	8.9	6.8	2.1	7.3	12.7	19.1	 Index ---> 3.79
21	RV   	5.4	4.9	6.8	5.7	4.0	7.5	9.6	7.9	3.9	5.7	5.8	10.6	 Index ---> 4.70
22	RV   	5.3	3.1	4.2	3.6	2.6	3.5	3.7	4.1	2.9	3.6	7.4	11.9	 Index ---> 1.81
23	RV   	5.6	5.3	5.5	6.4	5.4	7.3	8.3	6.9	3.7	4.9	9.1	12.6	 Index ---> 3.87
24	RV   	5.2	3.1	4.2	3.6	2.6	3.6	3.9	4.0	2.9	3.7	7.5	11.8	 Index ---> 1.80
25	MID  	7.5	5.6	5.6	5.5	4.1	6.9	5.7	6.9	1.8	5.3	6.7	13.1	 Index ---> 1.91
26	MID  	2.8	2.1	5.4	4.8	4.9	4.2	5.1	5.9	1.6	5.8	8.3	11.6	 Index ---> 2.02
27	RV   	9.9	11.6	13.2	24.8	5.0	1.7	2.2	2.1	2.1	6.4	9.0	12.7	 Index ---> 3.13
28	RV   	6.3	4.1	4.9	4.8	3.3	3.6	5.0	4.8	1.8	3.9	5.7	8.4	 Index ---> 3.09
29	MID  	5.5	5.0	7.3	7.7	5.7	7.7	9.9	6.3	2.1	8.0	11.1	15.1	 Index ---> 3.29
30	SMALL	6.6	5.0	5.1	5.9	5.0	5.0	20.3	8.3	3.2	7.9	10.4	16.8	 Index ---> 3.97
31	RV   	10.9	10.1	10.6	12.8	12.8	19.2	13.1	3.7	4.1	6.7	9.2	13.1	 Index ---> 3.72

 ***** Memory Base Predictions ***** 

 ***** Using MODEL #  1 Predictions ***** 
1	SMALL	3.2	2.6	4.5	4.5	4.4	4.7	5.4	5.5	4.6	4.9	7.0	12.7	 Predict : 3.61	 Expected : 3.18	13.47%
2	SMALL	3.1	2.7	5.4	3.8	4.2	10.1	6.0	8.8	3.1	6.2	7.2	6.7	 Predict : 3.84	 Expected : 3.81	0.80%
3	SMALL	3.3	4.3	5.4	6.0	6.1	8.0	7.1	6.6	2.5	5.0	11.0	11.1	 Predict : 3.29	 Expected : 3.25	1.34%
4	SMALL	6.6	4.9	5.3	5.7	5.1	5.1	20.5	8.3	3.2	8.0	10.6	17.4	 Predict : 4.04	 Expected : 4.10	1.57%
5	MID  	3.8	4.3	4.1	3.6	3.9	4.0	4.4	3.8	3.7	5.8	6.1	8.0	 Predict : 2.60	 Expected : 2.52	3.33%
6	MID  	2.3	1.7	2.0	2.0	2.1	2.7	2.6	1.5	2.4	4.4	3.5	5.9	 Predict : 1.77	 Expected : 1.71	3.38%
7	MID  	7.4	5.6	5.6	5.7	4.1	6.7	5.8	7.0	1.8	5.1	6.8	13.3	 Predict : 1.93	 Expected : 1.90	1.35%
8	RV   	4.8	3.3	4.5	3.5	2.4	3.0	4.4	4.1	4.7	4.2	5.4	7.3	 Predict : 2.23	 Expected : 2.26	1.48%
9	RV   	5.0	4.6	4.8	4.6	3.7	4.0	5.7	8.2	3.9	6.3	10.2	12.9	 Predict : 3.65	 Expected : 3.60	1.35%
10	RV   	5.8	6.0	6.4	8.2	7.6	13.2	14.3	3.4	2.7	3.7	4.2	9.4	 Predict : 1.68	 Expected : 1.64	2.22%
11	RV   	3.7	2.9	2.9	3.9	4.4	6.7	8.1	4.4	2.5	4.1	4.4	8.3	 Predict : 2.81	 Expected : 2.88	2.48%

 ***** Using MODEL #  2 Predictions ***** 
1	SMALL	3.2	2.6	4.5	4.5	4.4	4.7	5.4	5.5	4.6	4.9	7.0	12.7	 Predict : 3.40	 Expected : 3.18	6.98%
2	SMALL	3.1	2.7	5.4	3.8	4.2	10.1	6.0	8.8	3.1	6.2	7.2	6.7	 Predict : 3.78	 Expected : 3.81	0.90%
3	SMALL	3.3	4.3	5.4	6.0	6.1	8.0	7.1	6.6	2.5	5.0	11.0	11.1	 Predict : 3.25	 Expected : 3.25	0.13%
4	SMALL	6.6	4.9	5.3	5.7	5.1	5.1	20.5	8.3	3.2	8.0	10.6	17.4	 Predict : 3.96	 Expected : 4.10	3.53%
5	MID  	3.8	4.3	4.1	3.6	3.9	4.0	4.4	3.8	3.7	5.8	6.1	8.0	 Predict : 2.50	 Expected : 2.52	0.61%
6	MID  	2.3	1.7	2.0	2.0	2.1	2.7	2.6	1.5	2.4	4.4	3.5	5.9	 Predict : 1.65	 Expected : 1.71	3.25%
7	MID  	7.4	5.6	5.6	5.7	4.1	6.7	5.8	7.0	1.8	5.1	6.8	13.3	 Predict : 1.92	 Expected : 1.90	1.01%
8	RV   	4.8	3.3	4.5	3.5	2.4	3.0	4.4	4.1	4.7	4.2	5.4	7.3	 Predict : 2.26	 Expected : 2.26	0.01%
9	RV   	5.0	4.6	4.8	4.6	3.7	4.0	5.7	8.2	3.9	6.3	10.2	12.9	 Predict : 3.67	 Expected : 3.60	1.99%
10	RV   	5.8	6.0	6.4	8.2	7.6	13.2	14.3	3.4	2.7	3.7	4.2	9.4	 Predict : 1.60	 Expected : 1.64	2.51%
11	RV   	3.7	2.9	2.9	3.9	4.4	6.7	8.1	4.4	2.5	4.1	4.4	8.3	 Predict : 2.80	 Expected : 2.88	2.84%

 ***** Using MODEL #  3 Predictions ***** 
1	SMALL	3.2	2.6	4.5	4.5	4.4	4.7	5.4	5.5	4.6	4.9	7.0	12.7	 Predict : 3.53	 Expected : 3.18	10.86%
2	SMALL	3.1	2.7	5.4	3.8	4.2	10.1	6.0	8.8	3.1	6.2	7.2	6.7	 Predict : 3.85	 Expected : 3.81	1.09%
3	SMALL	3.3	4.3	5.4	6.0	6.1	8.0	7.1	6.6	2.5	5.0	11.0	11.1	 Predict : 3.31	 Expected : 3.25	1.95%
4	SMALL	6.6	4.9	5.3	5.7	5.1	5.1	20.5	8.3	3.2	8.0	10.6	17.4	 Predict : 4.08	 Expected : 4.10	0.50%
5	MID  	3.8	4.3	4.1	3.6	3.9	4.0	4.4	3.8	3.7	5.8	6.1	8.0	 Predict : 2.66	 Expected : 2.52	5.70%
6	MID  	2.3	1.7	2.0	2.0	2.1	2.7	2.6	1.5	2.4	4.4	3.5	5.9	 Predict : 1.92	 Expected : 1.71	12.28%
7	MID  	7.4	5.6	5.6	5.7	4.1	6.7	5.8	7.0	1.8	5.1	6.8	13.3	 Predict : 1.92	 Expected : 1.90	0.86%
8	RV   	4.8	3.3	4.5	3.5	2.4	3.0	4.4	4.1	4.7	4.2	5.4	7.3	 Predict : 2.46	 Expected : 2.26	8.88%
9	RV   	5.0	4.6	4.8	4.6	3.7	4.0	5.7	8.2	3.9	6.3	10.2	12.9	 Predict : 3.69	 Expected : 3.60	2.48%
10	RV   	5.8	6.0	6.4	8.2	7.6	13.2	14.3	3.4	2.7	3.7	4.2	9.4	 Predict : 1.66	 Expected : 1.64	0.99%
11	RV   	3.7	2.9	2.9	3.9	4.4	6.7	8.1	4.4	2.5	4.1	4.4	8.3	 Predict : 2.87	 Expected : 2.88	0.23%

 ***** Using MODEL #  4 Predictions ***** 
1	SMALL	3.2	2.6	4.5	4.5	4.4	4.7	5.4	5.5	4.6	4.9	7.0	12.7	 Predict : 3.37	 Expected : 3.18	6.09%
2	SMALL	3.1	2.7	5.4	3.8	4.2	10.1	6.0	8.8	3.1	6.2	7.2	6.7	 Predict : 3.80	 Expected : 3.81	0.26%
3	SMALL	3.3	4.3	5.4	6.0	6.1	8.0	7.1	6.6	2.5	5.0	11.0	11.1	 Predict : 3.22	 Expected : 3.25	1.00%
4	SMALL	6.6	4.9	5.3	5.7	5.1	5.1	20.5	8.3	3.2	8.0	10.6	17.4	 Predict : 3.96	 Expected : 4.10	3.31%
5	MID  	3.8	4.3	4.1	3.6	3.9	4.0	4.4	3.8	3.7	5.8	6.1	8.0	 Predict : 2.52	 Expected : 2.52	0.16%
6	MID  	2.3	1.7	2.0	2.0	2.1	2.7	2.6	1.5	2.4	4.4	3.5	5.9	 Predict : 1.70	 Expected : 1.71	0.48%
7	MID  	7.4	5.6	5.6	5.7	4.1	6.7	5.8	7.0	1.8	5.1	6.8	13.3	 Predict : 1.89	 Expected : 1.90	0.56%
8	RV   	4.8	3.3	4.5	3.5	2.4	3.0	4.4	4.1	4.7	4.2	5.4	7.3	 Predict : 2.27	 Expected : 2.26	0.64%
9	RV   	5.0	4.6	4.8	4.6	3.7	4.0	5.7	8.2	3.9	6.3	10.2	12.9	 Predict : 3.58	 Expected : 3.60	0.54%
10	RV   	5.8	6.0	6.4	8.2	7.6	13.2	14.3	3.4	2.7	3.7	4.2	9.4	 Predict : 1.60	 Expected : 1.64	2.59%
11	RV   	3.7	2.9	2.9	3.9	4.4	6.7	8.1	4.4	2.5	4.1	4.4	8.3	 Predict : 2.83	 Expected : 2.88	1.84%


#0 Model Average Error : 	2.98%
#1 Model Average Error : 	2.16%
#2 Model Average Error : 	4.16%
#3 Model Average Error : 	1.59%

average_prediction : [3.4773168563842773, 3.816963791847229, 3.267480969429016, 4.008670091629028, 2.574012815952301, 1.7610230445861816, 1.9126219749450684, 2.3053712844848633, 3.647445499897003, 1.6322681903839111, 2.826879560947418]
average_err : [9.349586678750853, 0.18277668890364698, 0.5378759824312651, 2.2275587407553985, 2.143365712392897, 2.9838037769696886, 0.6643144707930763, 2.0075789595072346, 1.31793055269453, 0.4714518058590713, 1.8444596893257528]

Model #1 : rmse [0.08118] // loss [0.00659]
Model #2 : rmse [0.06694] // loss [0.00448]
Model #3 : rmse [0.08735] // loss [0.00763]
Model #4 : rmse [0.05884] // loss [0.00346]

Average RMSE for 4 Models : 0.07358
Average LOSS for 4 Models : 0.00554
Average ERROR for 4 Models : 2.157%

***************************************************
** Number of Models : 4
** Number of Epoch : 500
** Number of Shuffle [for DATA] : 256
** Save Check Point every 1000 steps
***************************************************

 ******************************************************** Total End of Job ******************************************************** 

