Car,Mp01,Mp02,Mp03,Mp04,Mp05,Mp06,Mp07,Mp08,Mp09,Mp10,Mp11,Mp12,BIW
Mid,6053552.899,6064744.053,10331242.62,4952330.585,6524940.915,5384557.861,9194989.684,6902527.747,2140002.214,7185152.692,12866495.78,18909791.2,3697070.09
Mid,6235557.289,5992558.997,10241708.6,5012998.232,6523884.799,5518307.501,9072479.547,6862702.021,2161078.182,7310883.015,12994582.92,19296491.95,3740499.61
Mid,6198331.774,6257697.581,10302979.53,4951157.066,6466790.171,5517738.434,9062311.221,6724224.32,2116176.915,7158394.904,12729066.98,19316797.71,3732361.79
Mid,6116911.539,6100820.165,10437256.3,4985432.316,6469875.969,5391314.706,9137384.636,6744699.808,2142057.43,7054363.558,12604458.71,18873751.66,3758349.35
Mid,6048525.851,5993172.072,10187958.39,4951093.57,6493258.798,5416780.189,9229154.794,6917864.162,2170366.917,7398812.708,12475114.3,19123404.91,3806388.96
Mid,6245002.729,6020897.968,9996699.951,4881091.541,6557573.114,5268071.731,9234095.592,6930816.985,2161992.634,7111139.416,12976300.04,19485436.05,3814113.93
Mid,6131907.436,6096471.275,10072621.86,5009186.2,6523964.734,5498650.958,8959075.308,6872155.162,2196307.804,7217369.555,12525081.72,19383805.7,3776990.41
Mid,6167010.509,6084870.004,10202327.46,4853178.942,6507123.617,5463185.37,9075393.795,6684525.337,2113312.632,7173674.116,12791520.3,18957825.31,3828053.49
Mid,6289468.818,6054400.708,10057112.33,5008392.96,6555384.861,5293883.605,8997423.162,6808816.094,2117084.439,7397131.172,12580006.98,19491480.38,3722519.37
Mid,6175243.992,6165966.826,10023103.67,4910304.497,6319656.859,5497960.901,8834731.832,6697757.837,2093965.651,7208489.122,12735933.64,19687059.29,3684491.68
Mid,6190789.843,6039236.193,10220040.13,4934636.197,6299230.065,5505245.525,8895940.182,6803219.065,2136199.284,7268498.853,12727757.16,19073178.6,3737165.94
Mid,2253620.84,1704638.93,1962841.25,1972113.72,2174434.82,2611162.43,2642089.21,1521823.07,2345595.97,4351302.5,3591518.1,5955507.2,1700000
Mid,2245815.218,1723646.901,1963033.021,1965882.591,2129722.641,2644734.852,2577156.9,1522698.465,2377002.524,4354860.198,3521144.008,5817151.172,1686398.23
Mid,2259440.048,1682371.945,1997910.182,2014628.27,2152283.139,2651717.436,2689716.3,1528377.502,2393983.56,4273656.015,3579296.385,6034904.705,1711956.51
Mid,2261533.573,1736826.223,1982370.001,1979790.405,2169705.871,2600925.651,2614149.827,1504893.853,2388769.848,4267101.883,3650076.117,6040546.145,1701738.07
Mid,2262309.781,1690241.088,1947241.105,1931603.587,2156887.431,2589500.651,2596010.616,1536581.493,2398764.887,4342763.085,3662385.956,6049979.444,1739159.11
Mid,2298897.568,1701590.182,1989423.116,1929911.132,2154538.238,2560946.287,2649951.846,1555116.22,2320048.8,4286382.041,3615930.252,5862659.151,1681092.81
Mid,2230778.963,1684658.782,1961205.249,1972867.909,2134520.763,2648491.388,2585328.958,1522135.601,2358780.249,4414177.575,3583327.085,6028560.985,1694257.07
Mid,2200563.925,1679719.377,1951891.833,1961748.605,2123103.072,2658436.675,2706658.956,1558679.198,2310065.445,4300649.487,3678494.666,5828411.969,1671358.05
Mid,2250333.057,1676164.358,1938085.642,1950812.316,2185520.837,2616946.576,2581862.642,1544464.464,2317758.474,4271627.324,3644135.989,6074154.258,1670247.1
Mid,2306357.42,1744332.924,1958957.099,1963117.94,2182290.959,2651382.614,2599200.363,1513389.113,2293158.091,4330013.501,3612961.083,6001143.575,1685852.43
Mid,2285877.672,1692531.192,1993072.423,1960238.859,2150285.885,2558016.338,2688431.473,1487552.734,2357250.221,4355125.148,3551233.507,6045655.279,1711000.07
Mid,2237923.357,1688262.278,1943038.394,2001943.404,2126594.223,2554949.495,2681278.651,1550805.116,2343904.968,4308141.823,3529982.902,5866437.851,1680010.44
Mid,2219785.235,1713557.111,1969497.106,1969406.598,2159781.439,2605184.044,2684645.031,1545672.311,2369627.935,4373716.626,3586949.22,5980816.572,1724144.16
Mid,7351263.65,5509861.47,5519503.73,5603017.89,4027833.04,6895403.47,5783959.27,6956960.25,1823535.84,5241457,6732561.9,13032039.8,1900000
Mid,7529796.803,5506230.662,5471148.13,5566672.886,4067689.298,6938864.422,5819219.093,6928311.833,1828218.852,5173774.587,6803061.053,13208374.56,1912073.27
Mid,7363335.563,5586794.519,5574290.208,5537993.061,4051608.241,6748000.493,5846187.718,7113145.722,1850245.541,5354343.826,6835662.582,12801850.79,1898200.62
Mid,7328466.472,5390076.571,5441411.648,5636050.741,3960685.843,6724711.445,5795026.708,6820165.857,1851101.512,5177155.409,6696747.042,12715020.69,1881890.56
Mid,7264043.699,5600141.263,5606135.205,5490733.765,4092992.861,6921154.286,5850020.681,6855450.587,1852592.287,5197025.911,6734534.604,13088433.92,1887952.22
Mid,7233206.184,5616889.311,5553648.767,5670753.305,4019025.139,6784099.745,5718324.113,6790442.295,1818693.401,5240183.903,6847638.019,13262896.74,1888947.6
Mid,7484773.593,5404905.677,5474594.864,5566982.901,4059888.102,6922356.598,5763156.833,6944341.951,1837225.718,5272711.449,6753885.259,13163988.67,1927243.73
Mid,7467561.304,5535349.531,5533069.465,5654218.691,4104031.472,6870320.065,5811241.975,6878842.5,1811293.977,5350233.958,6887577.337,12827584.15,1887144.82
Mid,7334751.75,5519225.113,5632658.271,5570174.491,4021194.293,6736744.311,5650857.144,6865566.604,1852567.672,5143402.855,6574439.051,12746240.65,1853970.54
Mid,7481599.785,5596117.729,5602512.35,5530882.194,4054229.73,6889773.385,5654173.67,6872318.554,1785589.14,5300721.835,6691690.591,13074675.72,1853831.37
Mid,7375155.814,5624279.491,5399140.409,5527077.645,4066628.605,6866574.936,5842135.869,6959346.637,1803555.083,5176833.971,6777335.937,12907907.96,1853685.58
Mid,7195076.237,5424346.696,5508914.545,5697290.056,4119845.092,6747632.118,5866049.592,6889500.243,1782695.934,5285198.47,6684614.814,12710920.24,1921374.65
Mid,7177563.616,5552012.928,5634781.518,5485407.586,4026001.155,6791896.233,5652298.8,6991742.944,1847138.92,5221570.519,6566016.922,12860133.65,1943431.32
RV,2903414.82,2542609.78,2398707.05,4133468.3,2796124.77,9027550.74,10508507.53,4444240.7,2627369.77,4853692.26,5910044.58,12215165.41,3250000
RV,2968452.851,2543904.281,2441934.862,4195009.687,2797514.949,8856429.741,10690165.52,4471905.95,2565000.986,4744105.031,5833576.872,12510930.56,3199340.74
RV,2927485.152,2536925.489,2389019.312,4118231.717,2765909.019,9034202.926,10731947.58,4363303.404,2598737.942,4970942.884,5974054.598,12013940,3237381.94
RV,2905515.034,2481231.585,2397971,4234662.127,2824012.479,9150881.038,10666697.62,4522972.656,2614568.751,4910164.649,5963487.18,12355029.54,3257968.32
RV,2849514.269,2489322.916,2454327.51,4075380.997,2800337.989,8903051.583,10751269.18,4483244.648,2664357.569,4833619.012,5810320.948,12507717.84,3249443.9
RV,2933937.006,2569351.522,2418426.201,4120063.882,2862938.901,9003016.305,10587834.5,4455297.525,2576469.653,4907781.941,6051691.296,12472729.94,3171574.54
RV,2971862.203,2605581.564,2387537.926,4195509.212,2770868.596,8955317.027,10330800.2,4521045.343,2564056.426,4924051.443,5852488.641,12206832.01,3241689.95
RV,2864840.992,2533112.136,2369074.974,4039895.564,2851045.001,9250734.177,10294304.35,4537452.219,2617671.004,4963352.816,6013278.3,12008500.39,3181409.71
RV,2870325.396,2550948.959,2421987.781,4213172.237,2859255.675,9031143.09,10504458.58,4476623.047,2667507.734,4762895.323,5969388.265,12515866.28,3195837.34
RV,2870598.694,2520756.127,2382103.694,4130622.57,2840819.713,9164749.76,10710444.66,4454326.582,2638274.823,4841455.74,5969469.294,12193276.75,3179294.14
RV,2889847.179,2487576.151,2417009.544,4118206.672,2792609.176,8851542.779,10279876.34,4463060.671,2692593.319,4823167.268,5933579.93,12451938.73,3263510.27
RV,2878959.233,2484286.962,2426701.202,4046530.13,2761579.997,8867357.168,10456005.65,4387819.008,2577867.836,4875929.452,5925815.988,12096935.72,3327238.54
RV,2862388.772,2600488.259,2418502.216,4081344.795,2805419.072,8971657.76,10507462.85,4349103.389,2581288.318,4756435.918,5816642.933,12013109.26,3246117.57
RV,5350675.42,4955016.82,6833508.9,5579054.15,4136495.13,7680086.9,9586758.39,7875528.53,3925895.84,5617615.71,5910044.58,10500918.45,4690000
RV,5295101.815,4909349.048,6709651.611,5580826.589,4178239.629,7795462.184,9439321.909,7962628.952,3834103.583,5667455.458,5887689.563,10241959.16,4673741.84
RV,5218532.967,5009455.373,6777276.57,5653936.207,4236999.165,7865681.762,9722801.958,7996215.948,3973503.112,5735665.868,5971622.607,10343474.14,4684608.59
RV,5411658.101,4985439.338,6930304.292,5699653.257,4147669.376,7579925.649,9606062.743,7908242.387,3941755.253,5714540.441,5948334.612,10353908.41,4627287.79
RV,5404801.856,4842284.199,6705298.371,5462956.918,4214789.211,7724985.439,9685150.328,7779624.597,3886642.696,5545379.507,5985953.633,10270985.92,4738128.74
RV,5337986.707,4885684.453,6974490.202,5623632.593,4034729.931,7775345.876,9583889.768,7929752.414,3889414.907,5497302.807,5771889.719,10378890.35,4647389.7
RV,5413086.437,5007797.6,6678274.483,5677398.332,4201801.317,7718767.416,9718179.117,7821479.025,3918196.696,5736804.788,5957276.121,10757958.66,4688142.9
RV,5474881.344,5067776.484,6838342.467,5487162.357,4238104.371,7517151.87,9607891.649,7728346.439,3980239.023,5666908.027,5833284.05,10600657.89,4754371.77
RV,5439253.038,4861182.276,6675405.549,5675299.703,4219642.871,7736612.315,9529107.199,8024339.786,3962480.634,5477962.831,5919880.637,10420361.43,4800692.88
RV,5319190.458,5068761.369,6830539.722,5523652.98,4051580.564,7857653.195,9713495.11,7992384.834,3842010.167,5609379.338,5944731.354,10564941.68,4693869.94
RV,5390925.854,5051984.251,6691695.794,5656847.517,4050233.58,7822066.004,9389731.977,7804065.443,3830049.658,5536136.563,5843191.651,10575298.37,4634925.53
RV,5447811.443,5043934.57,6944101.967,5541679.397,4075216.068,7534666.537,9705798.944,7826127.996,3915163.375,5594456.977,6011076.339,10590094.26,4573707.86
RV,5410061.072,4854923.977,6799350.628,5693639.717,4035617.424,7546207.374,9586878.98,7949348.293,3917780.169,5724180.87,5840877.098,10621928.25,4670206.54
RV,4778965.06,3273384.02,4560282.28,3528226.59,2459032.09,2965124.98,4381888.27,4117558.57,4576618.99,4087892.97,5259127.55,7175753.45,2290000
RV,4736315.555,3269666.778,4597188.183,3445336.618,2491879.842,2942299.393,4360259.134,4164841.704,4526805.109,4139104.115,5336648.578,7136190.684,2303633.99
RV,4815757.848,3265878.86,4620433.648,3581531.242,2404470.14,2953432.795,4486383.553,4115153.421,4662750.701,4013620.495,5313505.276,7333835.951,2346445.39
RV,4871176.758,3243370.149,4528492.534,3467264.023,2482859.656,3004828.28,4479045.665,4184910.792,4618034.557,3989677.997,5342783.218,7352435.689,2259486.01
RV,4671088.321,3329964.992,4609871.018,3506637.715,2464262.703,2962085.443,4424775.078,4193756.817,4629584.454,3999436.027,5176764.5,7345275.26,2281907.48
RV,4757058.588,3341281.407,4624334.158,3579178.146,2460664.951,3005369.404,4341774.456,4050950.238,4478981.92,4028242.741,5279727.791,7085405.24,2282278.1
RV,4674092.827,3203816.277,4481533.653,3458354.912,2503999.478,3014731.85,4292529.486,4202438.926,4500096.299,4059317.518,5229173.865,7014935.734,2248610.78
RV,4680149.159,3216565.172,4611282.232,3530209.847,2432769.614,3032660.597,4354534.897,4121213.635,4505646.582,4057226.476,5320720.969,7132965.133,2261572.57
RV,4687186.957,3302828.471,4576931.974,3445337.814,2429343.411,2904977.167,4464118.354,4176200.876,4678097.277,4165752.04,5356783.078,7026011.675,2279383.03
RV,4772698.204,3254773.756,4521337.124,3614216.82,2429761.115,2988854.92,4308950.69,4052822.844,4481375.647,4141995.68,5224146.634,7331948.563,2320203.39
RV,4888801.104,3330489.763,4526570.46,3586524.843,2446822.504,2992208.147,4398860.905,4050045.356,4625003.719,4083088.706,5248780.015,6999261.784,2273388.28
RV,4760919.75,3225559.718,4605757.238,3470668.399,2518068.547,2959583.268,4396665.447,4116316.661,4685092.47,4056219.351,5369168.431,7071432.068,2276618.61
RV,4729555.309,3306261.233,4672359.141,3490429.232,2505397.586,2964545.918,4305308.934,4139910.793,4689114.659,4043416.094,5138981.51,7287873.318,2249898.62
RV,6369409.99,4181884.48,4902769.48,4961661.69,3293477.06,3535595.29,4987660.27,4909160.06,1855591.58,3933665,5652689.7,8248218.45,3040000
RV,6339494.729,4182213.525,4890347.91,4961089.448,3328427.107,3595017.583,4897773.418,4884851.938,1856417.663,3912644.335,5712932.923,8440751.59,3029585.28
RV,6311520.871,4166578.802,4930616.038,4994141.862,3301724.201,3602331.509,5045671.302,4866892.085,1831605.322,3843380.579,5775982.117,8288171.12,3087722.1
RV,6368909.436,4101204.989,4932880.615,4977181.914,3268718.86,3520236.078,4978840.013,4947621.115,1895053.125,3983048.752,5757751.698,8273872.785,2965118.92
RV,6374965.64,4198013.242,4932584.677,4844121.999,3336884.776,3591650.491,5098299.166,4932978.793,1842562.767,3983629.693,5672079.949,8342921.285,3075969.52
RV,6333600.824,4078083.39,4784646.535,5067068.071,3299239.95,3529513.885,4871918.253,5007636.705,1880890.209,3861371.726,5563692.12,8102614.121,3073677.86
RV,6311087.149,4151336.401,4984797.963,5064844.611,3370700.031,3621814.11,5072797.285,5022968.238,1856498.096,3969847.555,5704270.77,8248674.196,3033289.53
RV,6506329.064,4218575.191,4803184.303,5062246.425,3288921.947,3568227.902,4908481.036,4789259.414,1886331.618,3904942.834,5671323.99,8105945.424,2969841.39
RV,6252165.702,4217852.18,4944305.602,4979034.91,3296741.082,3586927.186,4999365.222,4933935.941,1888654.816,3865227.125,5534241.528,8435624.358,3085135.18
RV,6311416.138,4238524.449,4990065.565,4945920.912,3255445.115,3569812.165,4947168.266,5011668.599,1809533.809,3915634.731,5730330.625,8403741.616,3108164.53
RV,6478725.808,4182352.815,4892644.226,4859951.663,3341581.835,3544517.549,5080079.779,4811570.26,1847965.88,4027782.282,5793925.362,8077186.406,3001668.63
RV,6503099.379,4195025.214,4973849.612,5067157.768,3227349.509,3537997.412,5097677.936,4842293.073,1840078.784,3955941.676,5564565.014,8134872.001,3070064.46
RV,6293188.269,4124539.995,4859800.554,4847744.872,3252133.817,3591599.312,4978510.222,4819668.046,1834352.854,3850017.936,5686402.241,8392036.843,2991400.01
RV,5475091.94,4723019.55,4645745.34,4178234.21,4501012.79,6525867.17,4919770.56,5900089.72,6541959.15,6239537.3,7589379.3,13149612,3920000
RV,5585905.653,4701522.588,4693192.093,4102081.596,4537718.543,6384713.351,4844693.404,6026050.618,6437216.049,6382156.726,7666491.02,13393032.08,3873095.75
RV,5590723.121,4710537.991,4581431.81,4239617.234,4449208.72,6396828.308,4887156.439,5776427.269,6500721.517,6384882.704,7757517.578,12886479.28,3892959.51
RV,5450618.127,4688981.032,4697822.686,4230911.923,4516777.907,6579655.546,4873203.804,5948068.123,6695935.051,6352244.492,7540523.855,13033068.11,3836970.61
RV,5424386.62,4658508.261,4686631.406,4094652.837,4569946.408,6569476.684,5014977.806,5812892.063,6419327.518,6214711.281,7673286.513,13210680.47,3934346.05
RV,5502969.483,4627683.801,4571484.753,4143003.751,4412316.156,6408005.12,4967178.534,5969553.667,6589837.507,6165838.203,7634515.039,13423334.05,3995418.34
RV,5375986.68,4701446.973,4715453.916,4247632.212,4390247.346,6584860.205,4931341.966,5944028.057,6403850.813,6305486.645,7607405.8,12979710.26,3840123.45
RV,5504695.199,4726192.889,4595951.636,4120652.308,4577689.507,6625697.619,4957905.874,6021933.044,6439965.707,6097342.488,7773400.71,13033698.4,3874349.01
RV,5418556.426,4631477.735,4731677.211,4187414.996,4407670.979,6515858.33,4850837.793,5989981.516,6530732.842,6348722.521,7459492.052,13257128.89,3912619.18
RV,5448904.562,4668391.012,4617626.911,4141427.425,4399255.941,6484749.751,4824548.675,5942983.15,6697277.521,6394340.63,7424573.799,13077673.11,3936393.93
RV,5417586.685,4742718.201,4543912.332,4207640.598,4545620.109,6362850.302,4799099.596,5808642.375,6647575.978,6207139.639,7647257.424,12961916.12,3971479.76
RV,5470768.38,4643915.607,4628890.372,4225249.693,4578625.795,6567218.702,4935501.262,5830791.774,6663540.17,6107600.797,7491582.573,13409164.98,3893029.09
RV,5428877.714,4620434.52,4643197.912,4279911.589,4494068.475,6513601.909,5015460.3,6046438.72,6380229.985,6310588.322,7483134.856,13066886.63,3960381.44
RV,5067962.61,4667496.49,4779470.64,4520626.24,3672477.33,4043983.32,5683833.44,8133067.13,3837772.9,6346775.5,10403765.71,12714653.2,3600000
RV,5133625.14,4608755.132,4742334.948,4423512.824,3743784.197,4048411.081,5659010.053,7961382.7,3884680.908,6248246.654,10313192.94,12567475.65,3568625.61
RV,4965725.506,4659642.835,4721875.13,4421920.559,3588527.407,4052018.786,5646657.522,8263869.288,3768466.929,6362506.604,10312945.7,12963799.54,3573356.19
RV,5117594.987,4656374.248,4696468.771,4603033.977,3710418.356,4085682.415,5801259.406,8130078.945,3795265.25,6404804.297,10438733.02,12476352.64,3522041.35
RV,5098907.726,4738144.813,4794413.075,4558947.015,3694005.017,3985651.317,5704339.203,8292425.865,3925207.274,6287804.853,10373830.22,12785534.63,3626769.06
RV,5107675.099,4561807.801,4708619.289,4447409.418,3722324.81,4051212.624,5785392.875,8219104.889,3777932.107,6401749.996,10474540.04,12665276.73,3603122.71
RV,4951560.446,4773726.859,4742409.852,4502091.961,3708338.432,4072327.13,5693199.985,8018898.554,3932074.62,6236711.216,10150917.8,12990889.93,3586440.03
RV,5022430.738,4583587.369,4763711.858,4598627.456,3650107.46,4093459.025,5668509.332,8111467.321,3816100.3,6370808.263,10582682.72,12582069.36,3619751.72
RV,5170457.378,4775548.333,4884626.998,4494169.723,3697395.217,4069201.068,5744675.588,8138821.775,3904375.344,6287910.037,10333669.32,12459715.14,3544040.86
RV,4966245.647,4626801.72,4887971.497,4619731.697,3585279.594,4055353.173,5586794.214,7994927.846,3914811.713,6501168.912,10460608.07,12958788.74,3532803.29
RV,4949063.133,4556999.303,4730052.553,4606747.081,3732395.665,4100393.986,5763184.619,8152602.168,3755526.42,6273939.145,10538172.08,12952986.63,3629099.68
RV,5174669.666,4677831.001,4713674.296,4525185.217,3586195.247,4001559.334,5688260.235,8248147.413,3742884.086,6355858.882,10440666.9,12453817.24,3620992.98
RV,5055661.888,4639035.679,4829836.224,4582609.174,3743598.973,4008669.384,5590312.037,8016310.49,3890186.116,6413879.27,10652523.32,12731189.31,3685620.98
RV,10918642.35,10076755.91,10559383.02,12814303.49,12780390.1,19241375.6,13140411.76,3730985.4,4134134.21,6735376.1,9212697.6,13103370.2,3790000
RV,10674411.85,9832628.126,10609773.49,12976128.37,12662307.25,19565258.46,13454715.96,3689046.659,4062596.742,6577452.875,9342150.145,12897893.5,3741810.22
RV,10798858.53,10029530.5,10373346.34,12732085.04,13021734.94,19061554.34,13110208.28,3807155.646,4199247.333,6708470.748,9226058.857,13379965.59,3725269.43
RV,10939646.25,10061004.54,10650896,12777357.89,12700400.87,18847333.52,12890471.6,3772049.226,4086675.757,6788821.006,9227373.753,13379624.59,3790940.54
RV,10920989.52,9889835.803,10711910.28,12982737.73,12496188.18,19529104.67,12872192.25,3763493.199,4213172.532,6633995,9055254.524,13125738.42,3696475.18
RV,11067390.63,10196657.7,10484840.18,12625757.72,13084255.83,19255505.31,13136752.34,3808547.2,4068114.877,6693530.465,9272062.828,12886529.8,3773381.5
RV,11083778.58,9934244.492,10591760.71,12631870.75,12518855.35,19076146.44,12969986.75,3740759.576,4166502.746,6782947.412,9081762.921,13180027.36,3802592.44
RV,10746715.45,10089083.9,10543578.97,12877285.45,12606512.38,19290511.09,13176754.08,3805810.573,4211611.047,6666562.413,9024152.813,13301648.67,3710585.08
RV,10774539.74,9991074.692,10367021.34,12532332.79,12775817.81,19377580.87,13426604.08,3809134.205,4035955.293,6835631.736,9047714.186,13040259.36,3869883.33
RV,10662404.97,9968309.379,10820857.99,12711728.82,12840318.52,19571862.76,12934186.65,3729920.496,4195202.085,6644972.87,9134763.686,12834068.94,3734585.28
RV,11147845.34,10237918.58,10387639.28,12970344.81,12736987.03,19025753.74,13137431.66,3769070.247,4152020.227,6868228.538,9328836.162,13398425.13,3792810.94
RV,11077658.82,10059513.96,10535580.86,12749958.45,12647056.66,19098969.92,12827237.2,3668377.325,4093109.572,6729712.491,9145222.792,13217139.8,3725474.63
RV,10709593.15,10217827.39,10391275.51,12675587.45,12590037.35,19183601.86,12924550.09,3687197.608,4160246.446,6609588.161,9401981.093,12911909.93,3860275.07
RV,5679872.88,6037679.44,6499930.76,8162966.79,7620347.07,12993467.86,14065546.46,3462923.76,2704384.83,3816191.3,4293506.1,9581416.3,1630000
RV,5713782.436,5911900.359,6634930.112,8094537.433,7687051.511,12860826.59,14363304.01,3533574.474,2765216.449,3753497.937,4361525.629,9769160.634,1624662.87
RV,5563401.072,5907399.121,6605451.486,8127594.45,7710226.205,12772902.58,13750987.55,3454683.318,2703612.752,3773375.547,4372333.34,9713830.215,1605608.64
RV,5784453.615,5928324.283,6603583.274,8016756.759,7521767.206,13017893.29,13849686.06,3461273.359,2738837.886,3733886.258,4375818.969,9809621.76,1613264
RV,5620954.103,6136131.447,6656773.848,7967494.32,7634552.206,13004489.68,14183699.58,3515680.628,2638654.091,3779103.64,4280103.36,9576601.804,1616681.34
RV,5791193.473,5958389.556,6601297.052,7959350.442,7663439.238,12951365.72,13920586.95,3509759.963,2650585.256,3721023.141,4238911.74,9591704.216,1654410.31
RV,5748989.7,5985513.744,6623428.121,8053607.172,7512739.627,13296443.08,14189813.4,3495586.418,2666431.668,3877427.845,4275235.322,9366359.705,1670726.09
RV,5642493.849,6044703.705,6554499.59,8220303.292,7493203.748,12777132.64,14012003.63,3543135.247,2664761.426,3854598.596,4394698.239,9610484.378,1646754.85
RV,5650069.661,6074509.66,6556496.17,8315547.138,7763267.733,13207553.53,14229550,3436319.065,2709958.323,3833930.124,4324277.314,9421032.015,1646293.72
RV,5637353.168,5924791.77,6498109.499,8302051.244,7780170.969,13243174.75,13990496.5,3425933.804,2711331.49,3872060.375,4382597.626,9818291.76,1654228.86
RV,5706704.607,6035199.4,6446940.856,8005322.543,7584665.874,13123509.55,14070557.34,3423600.758,2655832.378,3812709.648,4189858.339,9764865.55,1626984.18
RV,5614606.85,6036916.846,6389856.399,8234290.791,7440821.582,12770841.95,14036006.53,3408574.419,2697163.571,3776405.39,4190505.488,9562131.847,1613392.22
RV,5625160.184,5889145.249,6631934.103,8080774.776,7697213.027,12713758.62,14086112.81,3441772.214,2675239.915,3909511.124,4369562.418,9411052.81,1589983.47
RV,9823747.32,11603199.56,13331681.3,24293792.38,4896668.01,1729159.65,2214355.14,2070675.16,2120840.32,6354641.97,8755527.21,12599954.49,3250000
RV,9633386.509,11863303.55,13446500.36,23942247.18,4941926.561,1729815.089,2161686.371,2060499.423,2070661.968,6387879.311,8860745.316,12322409.82,3317466.95
RV,9996316.473,11317988.78,13238659.35,24403005.24,4979544.5,1701231.425,2243073.278,2039713.19,2136914.242,6468724.335,8959872.642,12894136.72,3286816.31
RV,9705315.768,11455772.17,13368921.5,23686702.38,4944695.255,1715348.72,2184212.368,2039706.764,2136660.689,6200239.957,8668266.316,12735234.21,3201655.37
RV,9911354.608,11583869.24,13246483.92,24784352.07,4980669.887,1696854.713,2207742.654,2083445.814,2079887.951,6388807.804,8969898.325,12731623.41,3195970.27
RV,9915337.771,11366092.99,13488419.4,23953578.17,4779444.495,1717287.243,2207248.854,2100243.734,2072200.764,6265234.904,8860978.477,12435421.46,3245170.37
RV,9651375.156,11653575.77,13251662.79,24354558.53,4854547.339,1752618.293,2261218.544,2088038.364,2126004.148,6474684.334,8907421.034,12566425.54,3295646.7
RV,9602382.978,11662126.27,13455800.7,24368264.41,4899399.047,1697871.341,2259561.98,2027720.773,2157007.643,6405026.751,8851383.353,12539645.41,3251509.8
RV,9684896.548,11620778.57,13238850.69,24534406.85,5000888.725,1758906.279,2163064.762,2047465.14,2150694.942,6502789.81,8714939.18,12533542.8,3272493.28
RV,9646533.696,11466407.53,13318854.11,24368657.55,4909152.611,1712034.694,2187565.618,2030668.923,2097300.906,6276486.696,8655299.648,12696865.3,3318609.88
RV,9678957.251,11761085.7,13232965.3,24204491.14,4880752.658,1691991.009,2193447.691,2117917.294,2105099.189,6460579.981,8572615.276,12607329.39,3227396.97
RV,9636368.666,11620038.46,13547956.83,24530434.96,4914765.5,1761676.176,2196292.749,2122336.859,2147379.197,6428178.397,8756919.997,12369779.99,3220926.74
RV,9883728.37,11615159.02,13397084.64,24520583.08,4785436.145,1760884.925,2222384.866,2105564.804,2120466.7,6285825.778,8763447.935,12795241.42,3268977.02
RV,5771303.42,5431010,5503494.29,6294927.23,5553358.29,7193865.08,8209920.07,6705179.89,3716391.9,4874595.41,9059912.08,12300822.79,3880000
RV,5728559.901,5521359.997,5543841.694,6440947.612,5684401.484,7177650.61,8095160.092,6839408.484,3761051.204,4852148.26,8948516.132,12256259.91,3870515.08
RV,5641446.325,5343260.324,5533810.795,6363924.308,5442848.884,7253576.282,8349241.253,6862607.948,3715324.122,4927328.374,9106361.907,12579852.65,3852482.33
RV,5726051.497,5496524.202,5574283.718,6193442.752,5471581.372,7014603.208,8024069.979,6559929.893,3765419.441,4927893.454,8882954.535,12388728.04,3948642.04
RV,5905394.062,5553233.624,5606295.805,6203365.791,5431284.561,7239889.504,8395745.793,6614477.713,3723459.292,4836808.813,8898277.805,12488781.77,3831293.13
RV,5860854.97,5296716.882,5640377.578,6448650.346,5502245.815,7160172.114,8353409.46,6739342.164,3642086.705,4897786.954,9059479.335,12248796.17,3828165.26
RV,5824717.584,5445404.725,5605455.831,6376121.57,5450653.695,7229077.111,8352282.737,6716412.696,3659855.897,4986825.525,9054609.51,12421357.12,3898142.81
RV,5820344.888,5408911.654,5502068.677,6327341.25,5416885.434,7196692.23,8183408.499,6763836.711,3772578.376,4915321.884,8937898.45,12302070.97,3955849.03
RV,5863072.579,5413212.412,5614342.623,6330934.079,5458500.038,7333724.73,8058522.048,6629664.344,3743531.259,4798770.544,9260659.272,12283031.74,3896146.7
RV,5760009.279,5450919.907,5580472.113,6413596.581,5640090.2,7339854.377,8279417.485,6645123.877,3685235.489,4752782.33,9285700.45,12359810.09,3844239.23
RV,5906441.058,5405754.367,5456948.248,6245687.868,5580468.867,7190936.545,8010739.091,6846638.011,3674193.425,4800784.64,9274752.289,12292266.23,3816322.93
RV,5643704.627,5449466.836,5418270.377,6432730.352,5451074.465,7264913.418,8278493.374,6863961.146,3777016.766,4872190.347,9066689.801,12278736.53,3896549.16
RV,5681337.155,5342260.152,5438989.883,6423514.138,5691550.466,7345146.731,8054702.638,6806995.006,3644236.523,4940590.958,9062009.513,12300602.51,3865444.03
RV,3714426.46,2893853.23,2874051.19,3847785.26,4464932.46,6527665.85,8213789.5,4547935.03,2480076.8,4130344.8,4496589.2,8208127.8,2820000
RV,3654924.252,2855734.228,2923929.418,3892831.461,4399635.497,6427417.984,8321768.792,4642680.002,2473654.631,4031108.723,4530721.865,8160754.96,2771708.02
RV,3623973.585,2881975.342,2831221.539,3928648.639,4463630.692,6519864.748,8243937.331,4653445.287,2500292.786,4054675.503,4493155.987,8027735.209,2802774.08
RV,3723119.896,2948696.34,2852299.353,3875927.512,4526136.05,6520567.276,8199681.482,4475061.472,2491595.736,4067005.136,4604127.196,8302201.344,2776637.64
RV,3764479.321,2854124.639,2836448.813,3821154.785,4508505.459,6494082.253,8390165.414,4475946.979,2521943.701,4129718.547,4598813.868,8320396.068,2856332.13
